,Document,AnswerType,Label,Value
13064,101,Google,PER,technician
13065,101,Google,PER,Client
13066,101,Google,LOC,country
13067,101,Google,PER,consultant
13068,101,Google,PER,Transfer of Maximo
13069,101,Google,ORG,L3
13070,101,Google,ORG,SLAs
13071,101,Google,ORG,application groups
13072,101,Google,ORG,application groups
13073,101,Google,ORG,Vendor
13074,101,Google,LOC,storeroom
13075,101,Google,LOC,store
13076,101,Google,LOC,store
13077,101,Google,LOC,Canada
13078,101,Google,ORG,System Services
13079,101,Google,ORG,Incident Management Solution
13080,101,Google,ORG,Systems
13081,101,Google,PER,Senior Systems Engineer
13082,101,Google,PER,Crews
13083,101,Google,LOC,exit
13084,101,Google,ORG,Boys Higher Secondary School
13085,101,Google,ORG,Kiosk
13086,101,Google,LOC,European
13087,101,Google,LOC,storeroom
13088,101,Google,LOC,store
13089,101,Google,LOC,store
13090,101,Google,ORG,team
13091,101,Google,ORG,teams
13092,101,Google,ORG,team
13093,101,Google,ORG,team
13094,101,Google,PER,Client
13095,101,Google,PER,Client
13096,101,Google,LOC,country
13097,101,Google,ORG,Mentor
13098,101,Google,LOC,exit
13099,101,Google,ORG,application groups
13100,101,Google,ORG,application groups
13101,101,Google,ORG,No
13102,101,Google,PER,Font
13103,101,Google,LOC,German
13104,101,Google,ORG,Vendor
13105,101,Google,ORG,SQL Developer
13106,101,Google,PER,client
13107,101,Google,PER,technician
13108,101,Google,LOC,Pallipalayam
13109,101,Google,LOC,IN
13110,101,Google,ORG,CODA
13111,101,Google,ORG,Oracle
13112,102,Google,LOC,Boomi
13113,102,Google,PER,developer
13114,102,Google,PER,Client
13115,102,Google,PER,XI
13116,102,Google,ORG,Dell
13117,102,Google,ORG,Infosys Limited Role Developer Team
13118,102,Google,ORG,Telangana
13119,102,Google,LOC,Hyderabad
13120,102,Google,PER,candidates
13121,102,Google,ORG,HCI
13122,102,Google,ORG,Business systems
13123,102,Google,ORG,SLD
13124,102,Google,ORG,ID
13125,102,Google,ORG,IR
13126,102,Google,PER,PI
13127,102,Google,ORG,Developer
13128,102,Google,ORG,Infosys Limited
13129,102,Google,ORG,UDFs
13130,102,Google,PER,Senior Systems Engineer
13131,102,Google,PER,members
13132,102,Google,ORG,IDOC
13133,102,Google,LOC,Sterling
13134,102,Google,ORG,AXIS
13135,102,Google,ORG,RFC
13136,102,Google,LOC,Successfactor
13137,102,Google,PER,Systems Engineer
13138,102,Google,ORG,SYSCO
13139,102,Google,ORG,Sterling Client
13140,102,Google,LOC,SF
13141,102,Google,ORG,Salesforce
13142,102,Google,ORG,ARIBA
13143,102,Google,ORG,iChannel
13144,102,Google,ORG,B. Tech
13145,102,Google,ORG,Team
13146,102,Google,PER,Solution Manager
13147,102,Google,PER,superiors
13148,102,Google,ORG,Citrix
13149,102,Google,ORG,Vidya Bharati Institute Of Technology - Hindupur
13150,102,Google,LOC,Andhra Pradesh
13151,102,Google,ORG,Hosanna National High School
13152,102,Google,ORG,POSTMAN Backend Technologies
13153,102,Google,ORG,Oracle
13154,102,Google,PER,C
13155,102,Google,LOC,Oder
13156,103,Google,ORG,Microsoft
13157,103,Google,ORG,Infosys Ltd
13158,103,Google,ORG,company
13159,103,Google,ORG,LTD - MAHARASHTRA
13160,103,Google,LOC,IN
13161,103,Google,LOC,Maharashtra
13162,103,Google,PER,Anurag Asthana Pune
13163,103,Google,PER,Client
13164,103,Google,LOC,Pune
13165,103,Google,LOC,India
13166,103,Google,LOC,Location
13167,103,Google,LOC,Location
13168,103,Google,LOC,Anywhere
13169,103,Google,ORG,Agile
13170,103,Google,ORG,team
13171,103,Google,PER,Subject Matter Experts
13172,103,Google,PER,Client
13173,103,Google,PER,Client
13174,103,Google,PER,Client
13175,103,Google,PER,clients
13176,103,Google,LOC,libraries
13177,103,Google,ORG,MVC
13178,103,Google,LOC,sites
13179,103,Google,PER,Designer
13180,103,Google,ORG,Oil and Gas Client
13181,103,Google,ORG,provider
13182,103,Google,LOC,libraries
13183,103,Google,LOC,libraries
13184,103,Google,ORG,LTD - London
13185,103,Google,PER,client
13186,103,Google,ORG,ECMA
13187,103,Google,ORG,Company
13188,103,Google,PER,Senior
13189,103,Google,ORG,SSRS
13190,103,Google,ORG,Microsoft Office 2010
13191,103,Google,LOC,Uttarakhand
13192,103,Google,LOC,document libraries
13193,103,Google,LOC,libraries
13194,103,Google,PER,Technology Analyst
13195,103,Google,LOC,Dehra Dun
13196,103,Google,ORG,Graphic Era University
13197,103,Google,ORG,Asp.net MVC 5
13198,103,Google,ORG,groups
13199,103,Google,ORG,MSBI
13200,103,Google,PER,SSRS Operating System Windows Family
13201,104,Google,PER,Syed Sadath ali Coimbatore
13202,104,Google,ORG,Apple
13203,104,Google,ORG,Google
13204,104,Google,ORG,Microsoft
13205,104,Google,ORG,BCA
13206,105,Google,PER,Tech Support Executive
13207,105,Google,ORG,Microsoft
13208,105,Google,PER,Nida Khan
13209,105,Google,ORG,Teleperformance
13210,105,Google,LOC,Jaipur
13211,105,Google,LOC,Rajasthan
13212,105,Google,LOC,Uttar Pradesh
13213,105,Google,ORG,organization
13214,105,Google,PER,Tech Support Executive
13215,105,Google,ORG,PLC Programming
13216,105,Google,ORG,company
13217,105,Google,ORG,Phone Banker
13218,105,Google,LOC,HARIDWAR
13219,105,Google,ORG,BHEL
13220,105,Google,PER,HEEP
13221,105,Google,ORG,ADFC
13222,105,Google,LOC,Board - Bareilly
13223,105,Google,ORG,GNIT
13224,105,Google,ORG,institute of Technology - Lucknow
13225,106,Google,PER,Francis
13226,106,Google,LOC,Trichur
13227,106,Google,LOC,Kerala
13228,106,Google,ORG,Microsoft
13229,106,Google,PER,Sales Manager
13230,106,Google,PER,Manager
13231,106,Google,LOC,Power - Trichur
13232,106,Google,ORG,Kerala State Board
13233,106,Google,LOC,Madurai
13234,106,Google,LOC,Tamil Nadu
13235,106,Google,ORG,Madurai Kamaraj University
13236,107,Google,PER,Gaurav Soni New Delhi
13237,107,Google,LOC,Delhi
13238,107,Google,PER,Software Developer
13239,107,Google,ORG,core product developer
13240,107,Google,PER,traders
13241,107,Google,ORG,Microsoft
13242,107,Google,PER,Guice
13243,107,Google,LOC,Hyderabad
13244,107,Google,ORG,Global Delivery Internship
13245,107,Google,ORG,Telangana
13246,107,Google,ORG,Software Development
13247,107,Google,ORG,ATDD
13248,107,Google,ORG,SOA
13249,107,Google,ORG,NLP
13250,107,Google,ORG,CSE
13251,107,Google,ORG,B.Tech
13252,107,Google,ORG,GGSIPU
13253,107,Google,PER,OOPs
13254,108,Google,PER,Viny Khandelwal Self-employed
13255,108,Google,ORG,Microsoft
13256,108,Google,PER,emcee
13257,108,Google,LOC,camping site
13258,108,Google,PER,indeed.com/r/Viny- Khandelwal
13259,108,Google,LOC,Kullu
13260,108,Google,LOC,Himachal Pradesh
13261,108,Google,PER,self-employed
13262,108,Google,ORG,Army Wife Welfare Association
13263,108,Google,PER,Application Support engineer
13264,108,Google,PER,skill trainer
13265,108,Google,PER,Operation Analyst
13266,108,Google,LOC,USA
13267,108,Google,ORG,PricewaterhouseCoopers
13268,108,Google,LOC,tourist camping site
13269,108,Google,PER,Systems Engineer
13270,108,Google,ORG,corporates
13271,108,Google,ORG,development team
13272,108,Google,PER,Client
13273,108,Google,ORG,TCS
13274,108,Google,PER,Client
13275,108,Google,LOC,world
13276,108,Google,ORG,firms
13277,108,Google,PER,training agents
13278,108,Google,LOC,KITCHEN
13279,108,Google,LOC,camping site
13280,108,Google,ORG,GROUPS
13281,108,Google,LOC,Hyderabad
13282,108,Google,ORG,Telangana
13283,108,Google,ORG,SLA
13284,108,Google,ORG,VMWARE
13285,108,Google,ORG,Nitte Meenakshi Institute of Technology - Bengaluru
13286,108,Google,LOC,Karnataka
13287,108,Google,LOC,Viny's Kitchen
13288,108,Google,ORG,party service providers
13289,108,Google,PER,Orator
13290,108,Google,PER,Anuj Mahant
13291,108,Google,LOC,Gandhinagar
13292,109,Google,PER,Accent Trainer
13293,109,Google,PER,Masters
13294,109,Google,LOC,Faridabad
13295,109,Google,LOC,Haryana
13296,109,Google,ORG,organization
13297,109,Google,PER,students
13298,109,Google,LOC,Shuttl - Faridabad
13299,109,Google,PER,Sutherland
13300,109,Google,LOC,Chennai
13301,109,Google,LOC,Tamil Nadu
13302,109,Google,LOC,Rajasthan
13303,109,Google,LOC,Jaipur
13304,109,Google,PER,accent trainer
13305,109,Google,LOC,Uttar Pradesh
13306,109,Google,LOC,Noida
13307,109,Google,ORG,microsoft
13308,109,Google,ORG,teleperformance
13309,110,Google,PER,Sameer Kujur Orrisha
13310,110,Google,ORG,Application Development
13311,110,Google,ORG,Microsoft
13312,110,Google,PER,burla
13313,110,Google,ORG,VSSUT
13314,111,Google,PER,Zaheer Uddin Technical
13315,111,Google,ORG,organization
13316,111,Google,PER,Project Manager
13317,111,Google,ORG,team
13318,111,Google,ORG,project team
13319,111,Google,ORG,teams
13320,111,Google,ORG,organizing
13321,111,Google,LOC,areas
13322,111,Google,LOC,Hyderabad
13323,111,Google,ORG,Telangana
13324,111,Google,ORG,DELL EMC
13325,111,Google,PER,Operations Manager
13326,111,Google,ORG,team
13327,111,Google,ORG,ERM
13328,111,Google,ORG,engineering team
13329,111,Google,PER,Managing
13330,111,Google,PER,Customer
13331,111,Google,PER,Senior Service Engineer
13332,111,Google,ORG,administration
13333,111,Google,PER,people
13334,111,Google,PER,Partner
13335,111,Google,PER,Systems Engineer
13336,111,Google,ORG,Microsoft
13337,111,Google,ORG,network admin team
13338,111,Google,ORG,HP
13339,111,Google,PER,end users
13340,111,Google,PER,Drivers
13341,111,Google,LOC,infotech Center
13342,111,Google,LOC,processing units
13343,111,Google,PER,end-users
13344,111,Google,ORG,Osmania University
13345,111,Google,ORG,EMC Disk
13346,111,Google,ORG,CAS
13347,112,Google,PER,Content Analyst
13348,112,Google,PER,Arabic
13349,112,Google,PER,supporter
13350,112,Google,LOC,LG Soft India
13351,112,Google,PER,language tester engineer
13352,112,Google,PER,content analyst
13353,112,Google,ORG,LG
13354,112,Google,LOC,Karnataka
13355,112,Google,ORG,Microsoft
13356,112,Google,ORG,Wipro
13357,112,Google,ORG,MNC
13358,112,Google,ORG,Thomson Reuters
13359,112,Google,PER,interpreter
13360,112,Google,ORG,businesses
13361,112,Google,PER,teacher
13362,112,Google,LOC,Middle East
13363,112,Google,PER,Trainer
13364,112,Google,PER,clients
13365,112,Google,PER,language tester engineer
13366,112,Google,PER,Test Engineer
13367,112,Google,LOC,Anywhere
13368,112,Google,PER,Linguist
13369,112,Google,LOC,Bangalore
13370,112,Google,PER,Role Test Engineer
13371,112,Google,PER,ENGINEER
13372,112,Google,LOC,Mobile
13373,112,Google,ORG,UI
13374,112,Google,PER,Testing Automated
13375,112,Google,PER,Client
13376,112,Google,PER,customers
13377,112,Google,PER,Teaching students
13378,112,Google,ORG,Al-wadi Int School
13379,112,Google,LOC,Associated - Bengaluru
13380,112,Google,LOC,CA
13381,112,Google,LOC,Hyderabad
13382,112,Google,ORG,Telangana
13383,112,Google,ORG,Product Studio
13384,112,Google,ORG,Mobile Station
13385,112,Google,PER,language translator
13386,112,Google,PER,professionals
13387,112,Google,LOC,Roaming &amp
13388,112,Google,PER,Test Director
13389,112,Google,LOC,MS Office 2010
13390,112,Google,LOC,Mobile Station
13391,112,Google,LOC,locations
13392,112,Google,ORG,Conduct IOT
13393,112,Google,PER,Software Tester Engineer
13394,112,Google,ORG,MMS
13395,112,Google,ORG,WAP
13396,112,Google,ORG,Camera
13397,112,Google,ORG,FM
13398,112,Google,LOC,&amp
13399,112,Google,PER,Test Director
13400,112,Google,LOC,field
13401,112,Google,ORG,Radio Resource
13402,112,Google,ORG,LG Soft India
13403,112,Google,ORG,Mercury Quality Centre
13404,112,Google,ORG,Analog Devices
13405,112,Google,ORG,ADI
13406,112,Google,ORG,LG Electronics
13407,113,Google,PER,Chief Coordinator
13408,113,Google,PER,Bike Rally Chief Coordinator
13409,113,Google,PER,LEAR
13410,113,Google,PER,Thomas K George
13411,113,Google,ORG,Office Kerala State
13412,113,Google,LOC,Kerala
13413,113,Google,ORG,Microsoft
13414,113,Google,LOC,Palghat
13415,113,Google,ORG,training team
13416,113,Google,PER,member
13417,113,Google,PER,Chairman
13418,113,Google,PER,Special Police Officer
13419,113,Google,ORG,College of Management
13420,113,Google,ORG,JCI International
13421,113,Google,ORG,HR
13422,113,Google,PER,Edius
13423,113,Google,PER,Dhoni
13424,113,Google,PER,Touch Key Organizer of Le Adventure
13425,113,Google,LOC,Calicut University - Calicut
13426,113,Google,ORG,bands
13427,113,Google,ORG,LEAD College of Management
13428,114,Google,ORG,Microsoft
13429,114,Google,PER,community contributor
13430,114,Google,PER,someone
13431,114,Google,ORG,Commerce Broker Services
13432,114,Google,PER,Azure Traffic Manager
13433,114,Google,PER,Dev Ops
13434,114,Google,PER,Software Engineer
13435,114,Google,PER,Girish Acharya Technical Architect
13436,114,Google,ORG,Akamai
13437,114,Google,PER,architect
13438,114,Google,PER,architect
13439,114,Google,PER,architect
13440,114,Google,ORG,Accenture
13441,114,Google,PER,client
13442,114,Google,PER,client
13443,114,Google,ORG,Certified Professional Developer
13444,114,Google,PER,software engineer
13445,114,Google,PER,DR
13446,114,Google,PER,employee
13447,114,Google,PER,employee
13448,114,Google,ORG,Platform As A Service
13449,114,Google,PER,clients
13450,114,Google,PER,DR
13451,114,Google,PER,consultant
13452,114,Google,ORG,WCF
13453,114,Google,ORG,software organizations
13454,114,Google,PER,Architect
13455,114,Google,PER,Architect
13456,114,Google,LOC,Pune
13457,114,Google,LOC,Maharashtra
13458,114,Google,ORG,Windows Developer Center
13459,114,Google,ORG,o Technical
13460,114,Google,PER,managers
13461,114,Google,PER,Test Manager
13462,114,Google,PER,clients
13463,114,Google,ORG,BCP
13464,114,Google,LOC,Store
13465,114,Google,ORG,partners
13466,114,Google,ORG,PaaS
13467,114,Google,PER,architect
13468,114,Google,ORG,Certified Professional Developer
13469,114,Google,ORG,Certified Professional Developer
13470,114,Google,PER,Software Engineer
13471,114,Google,ORG,MSIT
13472,114,Google,LOC,India
13473,114,Google,LOC,USA
13474,114,Google,ORG,SAP
13475,114,Google,PER,traffic manager
13476,114,Google,PER,Test Manager
13477,114,Google,ORG,USPS
13478,114,Google,PER,Client
13479,114,Google,LOC,Windows Developer Center
13480,114,Google,ORG,Amazon
13481,114,Google,LOC,Store
13482,114,Google,ORG,〓 Technologies
13483,114,Google,PER,Client
13484,114,Google,PER,clients
13485,114,Google,PER,Client
13486,114,Google,LOC,Store
13487,114,Google,LOC,Store
13488,114,Google,ORG,FNOL
13489,114,Google,ORG,Azure CDNs
13490,114,Google,ORG,partners
13491,114,Google,ORG,companies
13492,114,Google,PER,users
13493,114,Google,PER,employee
13494,114,Google,LOC,data centers
13495,114,Google,LOC,Anywhere
13496,114,Google,PER,Client
13497,114,Google,ORG,Origin Digital
13498,114,Google,ORG,CIO
13499,114,Google,PER,DR
13500,114,Google,PER,developer consultant
13501,114,Google,PER,customers
13502,114,Google,PER,Senior consultant
13503,114,Google,ORG,SQL Azure Federation
13504,114,Google,PER,employees
13505,114,Google,PER,Employees
13506,114,Google,PER,users
13507,114,Google,PER,employees
13508,114,Google,PER,employees
13509,114,Google,PER,employee
13510,114,Google,ORG,Group
13511,114,Google,PER,business partners
13512,114,Google,ORG,STS
13513,114,Google,PER,Build Manager
13514,114,Google,PER,clients
13515,114,Google,PER,client
13516,114,Google,LOC,shop
13517,114,Google,PER,architect
13518,114,Google,LOC,home country
13519,114,Google,LOC,Host country
13520,114,Google,ORG,CIS
13521,114,Google,LOC,Redmond
13522,114,Google,ORG,C-DAC
13523,114,Google,PER,e-Commerce customers
13524,114,Google,ORG,Developer
13525,114,Google,PER,architect
13526,114,Google,PER,sales executives
13527,114,Google,ORG,Group: Devices and Studios
13528,114,Google,ORG,Projects Undertaken Engagement
13529,114,Google,ORG,organization
13530,114,Google,ORG,Publisher
13531,114,Google,ORG,publishers
13532,114,Google,LOC,home location
13533,114,Google,ORG,teams
13534,114,Google,ORG,Production Support team
13535,114,Google,ORG,Merchandise Return Solutions
13536,114,Google,PER,Clinician
13537,114,Google,PER,Senior Architects
13538,114,Google,ORG,CDNs
13539,114,Google,PER,BCWeb
13540,114,Google,PER,traders
13541,114,Google,PER,traders
13542,114,Google,LOC,Payment Gateway
13543,114,Google,ORG,REST
13544,114,Google,ORG,GCP
13545,114,Google,PER,members
13546,114,Google,PER,member
13547,114,Google,PER,Members
13548,114,Google,LOC,clinic
13549,114,Google,PER,Client
13550,114,Google,PER,DU Lead
13551,114,Google,ORG,Abacus DSM Client
13552,114,Google,ORG,CSSs
13553,114,Google,PER,broker
13554,114,Google,ORG,ACS
13555,114,Google,ORG,SSL
13556,114,Google,PER,Contributor
13557,114,Google,LOC,Hive
13558,114,Google,ORG,team
13559,114,Google,ORG,team
13560,114,Google,PER,member
13561,114,Google,LOC,location
13562,114,Google,ORG,VLIT
13563,114,Google,ORG,Dell
13564,114,Google,ORG,FedEx
13565,114,Google,PER,employees
13566,114,Google,ORG,development team
13567,114,Google,ORG,team
13568,114,Google,LOC,hospital
13569,114,Google,PER,physician
13570,114,Google,PER,doctors
13571,114,Google,PER,Patients
13572,114,Google,PER,Dev Lead
13573,114,Google,PER,"Dev Lead, Technical Architect"
13574,114,Google,PER,Analyst
13575,114,Google,ORG,HP
13576,114,Google,LOC,Landsend
13577,114,Google,ORG,UPS
13578,114,Google,ORG,WM
13579,114,Google,ORG,Starbucks
13580,114,Google,ORG,Coca Cola
13581,114,Google,ORG,companies
13582,114,Google,ORG,Bombay Stock Exchange
13583,114,Google,ORG,team
13584,114,Google,LOC,Broker Office
13585,114,Google,ORG,BRS
13586,114,Google,ORG,CFE
13587,114,Google,ORG,Windows Azure Developer
13588,114,Google,ORG,Insurance Company
13589,114,Google,PER,half
13590,114,Google,ORG,Windows Workflow Foundation
13591,114,Google,ORG,HR
13592,114,Google,ORG,CMC Ltd
13593,114,Google,ORG,FSD
13594,114,Google,ORG,MSMQ
13595,114,Google,ORG,IDC
13596,114,Google,ORG,IaaS
13597,114,Google,LOC,Los Angeles
13598,114,Google,ORG,PDC
13599,114,Google,ORG,StateFarm
13600,114,Google,ORG,AICS
13601,115,Google,PER,Asha Subbaiah
13602,115,Google,ORG,Microsoft
13603,115,Google,LOC,Bangalore
13604,115,Google,ORG,APAC
13605,115,Google,PER,Partner Readiness Operations Project Manager
13606,115,Google,ORG,teams
13607,115,Google,ORG,team
13608,115,Google,LOC,Karnataka
13609,115,Google,ORG,IBM India
13610,115,Google,ORG,India Technical Leaders Group
13611,115,Google,PER,Channel Readiness Manager
13612,115,Google,ORG,IRL
13613,115,Google,PER,partner
13614,115,Google,PER,D
13615,115,Google,PER,Travel managements
13616,115,Google,ORG,teams
13617,115,Google,LOC,world
13618,115,Google,LOC,team room
13619,115,Google,LOC,world
13620,115,Google,LOC,world
13621,115,Google,ORG,operations support team
13622,115,Google,ORG,research team
13623,115,Google,ORG,organization
13624,115,Google,PER,director
13625,115,Google,PER,Recruiter
13626,115,Google,PER,Senior operations coordinator
13627,115,Google,LOC,continents
13628,115,Google,PER,visitors
13629,115,Google,PER,leaders
13630,115,Google,PER,director
13631,115,Google,ORG,Google Partners
13632,115,Google,LOC,premises
13633,115,Google,LOC,facility
13634,115,Google,LOC,APAC
13635,115,Google,ORG,Tele
13636,115,Google,LOC,conference rooms
13637,115,Google,ORG,team
13638,115,Google,LOC,India
13639,115,Google,LOC,premises
13640,115,Google,PER,support team members
13641,115,Google,ORG,library / lab
13642,115,Google,LOC,China
13643,115,Google,LOC,Korea
13644,115,Google,PER,visitors
13645,115,Google,LOC,location
13646,115,Google,ORG,EGL
13647,115,Google,LOC,world
13648,115,Google,ORG,BCP
13649,115,Google,ORG,Industry organizations
13650,115,Google,PER,customers
13651,115,Google,ORG,club
13652,115,Google,ORG,Government
13653,115,Google,ORG,STP
13654,115,Google,ORG,IS
13655,115,Google,LOC,RESO
13656,115,Google,ORG,WBS
13657,115,Google,ORG,ERO
13658,115,Google,LOC,Commerce
13659,115,Google,ORG,NMKRV College
13660,115,Google,ORG,Bangalore University
13661,115,Google,ORG,Academia
13662,115,Google,ORG,Media
13663,116,Google,ORG,organization
13664,116,Google,PER,Divesh Singh Bengaluru
13665,116,Google,LOC,Karnataka
13666,116,Google,ORG,Microsoft
13667,116,Google,ORG,college
